timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/24 07:39:10.976, 0 %, 0 %, 0 MiB, 46068 MiB, 25.68 W
2026/04/24 07:39:20.979, 0 %, 0 %, 0 MiB, 46068 MiB, 24.85 W
2026/04/24 07:39:30.980, 0 %, 0 %, 0 MiB, 46068 MiB, 25.35 W
2026/04/24 07:39:40.980, 0 %, 0 %, 0 MiB, 46068 MiB, 25.33 W
2026/04/24 07:39:50.981, 0 %, 0 %, 3 MiB, 46068 MiB, 26.11 W
2026/04/24 07:40:00.982, 0 %, 1 %, 3 MiB, 46068 MiB, 26.09 W
2026/04/24 07:40:10.983, 0 %, 0 %, 3 MiB, 46068 MiB, 25.74 W
2026/04/24 07:40:20.984, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:40:30.985, 0 %, 0 %, 3 MiB, 46068 MiB, 26.45 W
2026/04/24 07:40:40.986, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:40:50.987, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:41:00.988, 0 %, 0 %, 3 MiB, 46068 MiB, 25.98 W
2026/04/24 07:41:10.989, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:41:20.990, 0 %, 0 %, 3 MiB, 46068 MiB, 25.58 W
2026/04/24 07:41:30.991, 0 %, 0 %, 3 MiB, 46068 MiB, 25.93 W
2026/04/24 07:41:40.992, 0 %, 0 %, 3 MiB, 46068 MiB, 25.14 W
2026/04/24 07:41:50.993, 0 %, 0 %, 3 MiB, 46068 MiB, 24.96 W
2026/04/24 07:42:00.994, 0 %, 0 %, 3 MiB, 46068 MiB, 25.59 W
2026/04/24 07:42:10.995, 0 %, 0 %, 3 MiB, 46068 MiB, 23.62 W
2026/04/24 07:42:20.996, 0 %, 0 %, 3 MiB, 46068 MiB, 25.62 W
2026/04/24 07:42:30.997, 0 %, 0 %, 3 MiB, 46068 MiB, 24.73 W
2026/04/24 07:42:40.998, 0 %, 0 %, 3 MiB, 46068 MiB, 25.93 W
2026/04/24 07:42:50.999, 0 %, 0 %, 3 MiB, 46068 MiB, 23.37 W
2026/04/24 07:43:01.000, 0 %, 0 %, 3 MiB, 46068 MiB, 24.60 W
2026/04/24 07:43:11.001, 0 %, 0 %, 3 MiB, 46068 MiB, 26.44 W
2026/04/24 07:43:21.002, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 07:43:31.003, 0 %, 0 %, 3 MiB, 46068 MiB, 25.74 W
2026/04/24 07:43:41.004, 0 %, 0 %, 3 MiB, 46068 MiB, 25.86 W
2026/04/24 07:43:51.005, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:44:01.006, 0 %, 0 %, 3 MiB, 46068 MiB, 24.83 W
2026/04/24 07:44:11.007, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 07:44:21.008, 0 %, 0 %, 3 MiB, 46068 MiB, 27.17 W
2026/04/24 07:44:31.009, 0 %, 0 %, 3 MiB, 46068 MiB, 24.48 W
2026/04/24 07:44:41.010, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 07:44:51.011, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 07:45:01.012, 0 %, 0 %, 3 MiB, 46068 MiB, 24.00 W
2026/04/24 07:45:11.013, 0 %, 0 %, 3 MiB, 46068 MiB, 24.23 W
2026/04/24 07:45:21.014, 0 %, 0 %, 3 MiB, 46068 MiB, 26.10 W
2026/04/24 07:45:31.015, 0 %, 0 %, 3 MiB, 46068 MiB, 22.63 W
2026/04/24 07:45:41.016, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:45:51.017, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:46:01.018, 0 %, 0 %, 3 MiB, 46068 MiB, 27.17 W
2026/04/24 07:46:11.019, 0 %, 0 %, 3 MiB, 46068 MiB, 24.85 W
2026/04/24 07:46:21.020, 0 %, 2 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 07:46:31.021, 0 %, 0 %, 3 MiB, 46068 MiB, 25.96 W
2026/04/24 07:46:41.022, 0 %, 0 %, 3 MiB, 46068 MiB, 24.86 W
2026/04/24 07:46:51.023, 0 %, 0 %, 3 MiB, 46068 MiB, 23.99 W
2026/04/24 07:47:01.023, 0 %, 0 %, 3 MiB, 46068 MiB, 24.84 W
2026/04/24 07:47:11.024, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 07:47:21.025, 0 %, 0 %, 3 MiB, 46068 MiB, 24.46 W
2026/04/24 07:47:31.026, 0 %, 0 %, 3 MiB, 46068 MiB, 26.70 W
2026/04/24 07:47:41.027, 0 %, 0 %, 3 MiB, 46068 MiB, 24.88 W
2026/04/24 07:47:51.028, 0 %, 0 %, 3 MiB, 46068 MiB, 25.71 W
2026/04/24 07:48:01.029, 0 %, 0 %, 3 MiB, 46068 MiB, 25.70 W
2026/04/24 07:48:11.030, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 07:48:21.031, 0 %, 0 %, 3 MiB, 46068 MiB, 24.50 W
2026/04/24 07:48:31.032, 0 %, 0 %, 3 MiB, 46068 MiB, 24.59 W
2026/04/24 07:48:41.033, 0 %, 0 %, 3 MiB, 46068 MiB, 24.12 W
2026/04/24 07:48:51.034, 0 %, 0 %, 3 MiB, 46068 MiB, 24.35 W
2026/04/24 07:49:01.035, 0 %, 3 %, 3 MiB, 46068 MiB, 25.93 W
2026/04/24 07:49:11.036, 0 %, 0 %, 3 MiB, 46068 MiB, 26.87 W
2026/04/24 07:49:21.037, 0 %, 0 %, 3 MiB, 46068 MiB, 26.80 W
2026/04/24 07:49:31.040, 0 %, 0 %, 3 MiB, 46068 MiB, 23.84 W
2026/04/24 07:49:41.041, 0 %, 0 %, 3 MiB, 46068 MiB, 25.85 W
2026/04/24 07:49:51.044, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:50:01.045, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:50:11.045, 0 %, 0 %, 3 MiB, 46068 MiB, 24.99 W
2026/04/24 07:50:21.046, 0 %, 0 %, 3 MiB, 46068 MiB, 24.75 W
2026/04/24 07:50:31.047, 0 %, 0 %, 3 MiB, 46068 MiB, 25.24 W
2026/04/24 07:50:41.048, 0 %, 0 %, 3 MiB, 46068 MiB, 25.12 W
2026/04/24 07:50:51.049, 0 %, 0 %, 3 MiB, 46068 MiB, 27.46 W
2026/04/24 07:51:01.050, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:51:11.051, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 07:51:21.052, 0 %, 0 %, 3 MiB, 46068 MiB, 25.22 W
2026/04/24 07:51:31.053, 0 %, 0 %, 3 MiB, 46068 MiB, 24.98 W
2026/04/24 07:51:41.054, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 07:51:51.055, 0 %, 0 %, 3 MiB, 46068 MiB, 26.23 W
2026/04/24 07:52:01.056, 0 %, 0 %, 3 MiB, 46068 MiB, 25.56 W
2026/04/24 07:52:11.057, 0 %, 0 %, 3 MiB, 46068 MiB, 26.47 W
2026/04/24 07:52:21.058, 0 %, 0 %, 3 MiB, 46068 MiB, 25.37 W
2026/04/24 07:52:31.059, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:52:41.060, 0 %, 0 %, 3 MiB, 46068 MiB, 25.34 W
2026/04/24 07:52:51.061, 0 %, 0 %, 3 MiB, 46068 MiB, 23.88 W
2026/04/24 07:53:01.062, 0 %, 0 %, 3 MiB, 46068 MiB, 24.50 W
2026/04/24 07:53:11.063, 0 %, 0 %, 3 MiB, 46068 MiB, 25.20 W
2026/04/24 07:53:21.064, 0 %, 0 %, 3 MiB, 46068 MiB, 24.61 W
2026/04/24 07:53:31.065, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:53:41.066, 0 %, 0 %, 3 MiB, 46068 MiB, 25.97 W
2026/04/24 07:53:51.067, 0 %, 0 %, 3 MiB, 46068 MiB, 24.87 W
2026/04/24 07:54:01.068, 0 %, 0 %, 3 MiB, 46068 MiB, 24.71 W
2026/04/24 07:54:11.069, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 07:54:21.070, 0 %, 0 %, 3 MiB, 46068 MiB, 25.83 W
2026/04/24 07:54:31.071, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 07:54:41.072, 0 %, 0 %, 3 MiB, 46068 MiB, 24.71 W
2026/04/24 07:54:51.073, 0 %, 0 %, 3 MiB, 46068 MiB, 25.72 W
2026/04/24 07:55:01.074, 0 %, 0 %, 3 MiB, 46068 MiB, 25.34 W
2026/04/24 07:55:11.075, 0 %, 0 %, 3 MiB, 46068 MiB, 24.88 W
2026/04/24 07:55:21.076, 0 %, 0 %, 3 MiB, 46068 MiB, 25.97 W
2026/04/24 07:55:31.077, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:55:41.078, 0 %, 0 %, 3 MiB, 46068 MiB, 25.58 W
2026/04/24 07:55:51.079, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 07:56:01.080, 0 %, 0 %, 3 MiB, 46068 MiB, 25.95 W
2026/04/24 07:56:11.081, 0 %, 0 %, 3 MiB, 46068 MiB, 24.24 W
2026/04/24 07:56:21.082, 0 %, 0 %, 3 MiB, 46068 MiB, 23.98 W
2026/04/24 07:56:31.083, 0 %, 0 %, 3 MiB, 46068 MiB, 25.73 W
2026/04/24 07:56:41.084, 0 %, 0 %, 3 MiB, 46068 MiB, 25.86 W
2026/04/24 07:56:51.085, 0 %, 0 %, 3 MiB, 46068 MiB, 24.74 W
2026/04/24 07:57:01.086, 0 %, 2 %, 3 MiB, 46068 MiB, 23.97 W
2026/04/24 07:57:11.087, 0 %, 0 %, 3 MiB, 46068 MiB, 25.08 W
2026/04/24 07:57:21.088, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 07:57:31.089, 0 %, 0 %, 3 MiB, 46068 MiB, 25.69 W
2026/04/24 07:57:41.090, 0 %, 0 %, 3 MiB, 46068 MiB, 25.24 W
2026/04/24 07:57:51.091, 0 %, 0 %, 3 MiB, 46068 MiB, 24.30 W
2026/04/24 07:58:01.092, 0 %, 0 %, 3 MiB, 46068 MiB, 24.12 W
2026/04/24 07:58:11.093, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 07:58:21.094, 0 %, 0 %, 3 MiB, 46068 MiB, 25.73 W
2026/04/24 07:58:31.095, 0 %, 0 %, 3 MiB, 46068 MiB, 25.06 W
2026/04/24 07:58:41.096, 0 %, 0 %, 3 MiB, 46068 MiB, 24.35 W
2026/04/24 07:58:51.097, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 07:59:01.098, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 07:59:11.099, 0 %, 0 %, 3 MiB, 46068 MiB, 25.08 W
2026/04/24 07:59:21.100, 0 %, 0 %, 3 MiB, 46068 MiB, 24.95 W
2026/04/24 07:59:31.101, 0 %, 1 %, 3 MiB, 46068 MiB, 25.44 W
2026/04/24 07:59:41.102, 0 %, 0 %, 3 MiB, 46068 MiB, 23.66 W
2026/04/24 07:59:51.103, 0 %, 0 %, 3 MiB, 46068 MiB, 25.60 W
2026/04/24 08:00:01.104, 0 %, 0 %, 3 MiB, 46068 MiB, 24.85 W
2026/04/24 08:00:11.106, 0 %, 0 %, 3 MiB, 46068 MiB, 26.34 W
2026/04/24 08:00:21.106, 0 %, 0 %, 3 MiB, 46068 MiB, 25.13 W
2026/04/24 08:00:31.108, 0 %, 1 %, 3 MiB, 46068 MiB, 26.08 W
2026/04/24 08:00:41.109, 0 %, 0 %, 3 MiB, 46068 MiB, 26.07 W
2026/04/24 08:00:51.110, 0 %, 0 %, 3 MiB, 46068 MiB, 23.99 W
2026/04/24 08:01:01.111, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:01:11.112, 0 %, 0 %, 3 MiB, 46068 MiB, 24.96 W
2026/04/24 08:01:21.113, 0 %, 0 %, 3 MiB, 46068 MiB, 25.14 W
2026/04/24 08:01:31.114, 0 %, 0 %, 3 MiB, 46068 MiB, 25.86 W
2026/04/24 08:01:41.115, 0 %, 0 %, 3 MiB, 46068 MiB, 25.37 W
2026/04/24 08:01:51.116, 0 %, 0 %, 3 MiB, 46068 MiB, 27.07 W
2026/04/24 08:02:01.117, 0 %, 0 %, 3 MiB, 46068 MiB, 69.59 W
2026/04/24 08:02:11.118, 0 %, 0 %, 3 MiB, 46068 MiB, 24.11 W
2026/04/24 08:02:21.119, 0 %, 0 %, 3 MiB, 46068 MiB, 25.24 W
2026/04/24 08:02:31.120, 0 %, 0 %, 3 MiB, 46068 MiB, 24.10 W
2026/04/24 08:02:41.121, 0 %, 0 %, 3 MiB, 46068 MiB, 23.87 W
2026/04/24 08:02:51.122, 0 %, 0 %, 3 MiB, 46068 MiB, 24.83 W
2026/04/24 08:03:01.122, 0 %, 0 %, 3 MiB, 46068 MiB, 26.70 W
2026/04/24 08:03:11.123, 0 %, 0 %, 3 MiB, 46068 MiB, 24.86 W
2026/04/24 08:03:21.124, 0 %, 0 %, 3 MiB, 46068 MiB, 25.86 W
2026/04/24 08:03:31.125, 0 %, 0 %, 3 MiB, 46068 MiB, 25.95 W
2026/04/24 08:03:41.126, 0 %, 0 %, 3 MiB, 46068 MiB, 25.13 W
2026/04/24 08:03:51.127, 0 %, 0 %, 3 MiB, 46068 MiB, 24.88 W
2026/04/24 08:04:01.128, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 08:04:11.129, 0 %, 0 %, 3 MiB, 46068 MiB, 25.85 W
2026/04/24 08:04:21.130, 0 %, 0 %, 3 MiB, 46068 MiB, 24.96 W
2026/04/24 08:04:31.131, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:04:41.132, 0 %, 0 %, 3 MiB, 46068 MiB, 26.84 W
2026/04/24 08:04:51.133, 0 %, 0 %, 3 MiB, 46068 MiB, 23.99 W
2026/04/24 08:05:01.135, 0 %, 0 %, 3 MiB, 46068 MiB, 24.10 W
2026/04/24 08:05:11.136, 0 %, 0 %, 3 MiB, 46068 MiB, 26.23 W
2026/04/24 08:05:21.137, 0 %, 0 %, 3 MiB, 46068 MiB, 23.86 W
2026/04/24 08:05:31.138, 0 %, 0 %, 3 MiB, 46068 MiB, 24.97 W
2026/04/24 08:05:41.139, 0 %, 0 %, 3 MiB, 46068 MiB, 25.22 W
2026/04/24 08:05:51.140, 0 %, 0 %, 3 MiB, 46068 MiB, 24.39 W
2026/04/24 08:06:01.141, 0 %, 0 %, 3 MiB, 46068 MiB, 24.47 W
2026/04/24 08:06:11.142, 0 %, 0 %, 3 MiB, 46068 MiB, 24.63 W
2026/04/24 08:06:21.143, 0 %, 0 %, 3 MiB, 46068 MiB, 26.46 W
2026/04/24 08:06:31.144, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 08:06:41.145, 0 %, 0 %, 3 MiB, 46068 MiB, 24.24 W
2026/04/24 08:06:51.146, 0 %, 0 %, 3 MiB, 46068 MiB, 24.87 W
2026/04/24 08:07:01.147, 0 %, 0 %, 3 MiB, 46068 MiB, 49.15 W
2026/04/24 08:07:11.148, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:07:21.149, 0 %, 0 %, 3 MiB, 46068 MiB, 25.23 W
2026/04/24 08:07:31.150, 0 %, 0 %, 3 MiB, 46068 MiB, 24.97 W
2026/04/24 08:07:41.151, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:07:51.151, 0 %, 0 %, 3 MiB, 46068 MiB, 26.37 W
2026/04/24 08:08:01.152, 0 %, 0 %, 3 MiB, 46068 MiB, 24.38 W
2026/04/24 08:08:11.153, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 08:08:21.154, 0 %, 0 %, 3 MiB, 46068 MiB, 26.08 W
2026/04/24 08:08:31.155, 0 %, 0 %, 3 MiB, 46068 MiB, 23.86 W
2026/04/24 08:08:41.156, 0 %, 2 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 08:08:51.157, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 08:09:01.158, 0 %, 0 %, 3 MiB, 46068 MiB, 24.24 W
2026/04/24 08:09:11.159, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 08:09:21.160, 0 %, 0 %, 3 MiB, 46068 MiB, 24.48 W
2026/04/24 08:09:31.161, 0 %, 0 %, 3 MiB, 46068 MiB, 25.37 W
2026/04/24 08:09:41.162, 0 %, 0 %, 3 MiB, 46068 MiB, 25.75 W
2026/04/24 08:09:51.163, 0 %, 0 %, 3 MiB, 46068 MiB, 26.11 W
2026/04/24 08:10:01.165, 0 %, 0 %, 3 MiB, 46068 MiB, 26.81 W
2026/04/24 08:10:11.166, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 08:10:21.167, 0 %, 0 %, 3 MiB, 46068 MiB, 25.73 W
2026/04/24 08:10:31.168, 0 %, 0 %, 3 MiB, 46068 MiB, 26.44 W
2026/04/24 08:10:41.169, 0 %, 0 %, 3 MiB, 46068 MiB, 24.86 W
2026/04/24 08:10:51.170, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 08:11:01.171, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 08:11:11.172, 0 %, 0 %, 3 MiB, 46068 MiB, 24.65 W
2026/04/24 08:11:21.173, 0 %, 0 %, 3 MiB, 46068 MiB, 24.73 W
2026/04/24 08:11:31.174, 0 %, 0 %, 3 MiB, 46068 MiB, 24.01 W
2026/04/24 08:11:41.175, 0 %, 0 %, 3 MiB, 46068 MiB, 26.09 W
2026/04/24 08:11:51.176, 0 %, 0 %, 3 MiB, 46068 MiB, 23.97 W
2026/04/24 08:12:01.177, 0 %, 0 %, 3 MiB, 46068 MiB, 66.15 W
2026/04/24 08:12:11.178, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 08:12:21.179, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:12:31.180, 0 %, 0 %, 3 MiB, 46068 MiB, 24.75 W
2026/04/24 08:12:41.181, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 08:12:51.182, 0 %, 0 %, 3 MiB, 46068 MiB, 26.21 W
2026/04/24 08:13:01.183, 0 %, 0 %, 3 MiB, 46068 MiB, 23.75 W
2026/04/24 08:13:11.184, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 08:13:21.185, 0 %, 0 %, 3 MiB, 46068 MiB, 26.06 W
2026/04/24 08:13:31.186, 0 %, 0 %, 3 MiB, 46068 MiB, 25.24 W
2026/04/24 08:13:41.187, 0 %, 0 %, 3 MiB, 46068 MiB, 25.73 W
2026/04/24 08:13:51.188, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 08:14:01.189, 0 %, 0 %, 3 MiB, 46068 MiB, 25.88 W
2026/04/24 08:14:11.189, 0 %, 0 %, 3 MiB, 46068 MiB, 24.87 W
2026/04/24 08:14:21.190, 0 %, 0 %, 3 MiB, 46068 MiB, 25.49 W
2026/04/24 08:14:31.191, 0 %, 0 %, 3 MiB, 46068 MiB, 26.45 W
2026/04/24 08:14:41.192, 0 %, 0 %, 3 MiB, 46068 MiB, 25.37 W
2026/04/24 08:14:51.193, 0 %, 0 %, 3 MiB, 46068 MiB, 24.50 W
2026/04/24 08:15:01.194, 0 %, 0 %, 3 MiB, 46068 MiB, 26.48 W
2026/04/24 08:15:11.195, 0 %, 0 %, 3 MiB, 46068 MiB, 25.48 W
2026/04/24 08:15:21.196, 0 %, 0 %, 3 MiB, 46068 MiB, 25.22 W
2026/04/24 08:15:31.197, 0 %, 0 %, 3 MiB, 46068 MiB, 25.61 W
2026/04/24 08:15:41.198, 0 %, 0 %, 3 MiB, 46068 MiB, 24.15 W
2026/04/24 08:15:51.199, 0 %, 0 %, 3 MiB, 46068 MiB, 25.60 W
2026/04/24 08:16:01.200, 0 %, 0 %, 3 MiB, 46068 MiB, 26.10 W
2026/04/24 08:16:11.201, 0 %, 0 %, 3 MiB, 46068 MiB, 27.43 W
2026/04/24 08:16:21.202, 0 %, 0 %, 3 MiB, 46068 MiB, 24.61 W
2026/04/24 08:16:31.203, 0 %, 0 %, 3 MiB, 46068 MiB, 24.45 W
2026/04/24 08:16:41.204, 0 %, 0 %, 3 MiB, 46068 MiB, 27.46 W
2026/04/24 08:16:51.205, 0 %, 0 %, 3 MiB, 46068 MiB, 26.09 W
2026/04/24 08:17:01.206, 0 %, 0 %, 3 MiB, 46068 MiB, 55.00 W
2026/04/24 08:17:11.207, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 08:17:21.208, 0 %, 0 %, 3 MiB, 46068 MiB, 25.22 W
2026/04/24 08:17:31.209, 0 %, 0 %, 3 MiB, 46068 MiB, 24.74 W
2026/04/24 08:17:41.210, 0 %, 0 %, 3 MiB, 46068 MiB, 24.36 W
2026/04/24 08:17:51.211, 0 %, 0 %, 3 MiB, 46068 MiB, 25.61 W
2026/04/24 08:18:01.212, 0 %, 0 %, 3 MiB, 46068 MiB, 26.83 W
2026/04/24 08:18:11.213, 0 %, 0 %, 3 MiB, 46068 MiB, 25.37 W
2026/04/24 08:18:21.214, 0 %, 0 %, 3 MiB, 46068 MiB, 24.98 W
2026/04/24 08:18:31.215, 0 %, 0 %, 3 MiB, 46068 MiB, 26.68 W
2026/04/24 08:18:41.216, 0 %, 0 %, 3 MiB, 46068 MiB, 25.08 W
2026/04/24 08:18:51.217, 0 %, 0 %, 3 MiB, 46068 MiB, 25.60 W
2026/04/24 08:19:01.218, 0 %, 0 %, 3 MiB, 46068 MiB, 25.60 W
2026/04/24 08:19:11.219, 0 %, 0 %, 3 MiB, 46068 MiB, 24.75 W
2026/04/24 08:19:21.220, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 08:19:31.221, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 08:19:41.222, 0 %, 0 %, 3 MiB, 46068 MiB, 25.50 W
2026/04/24 08:19:51.223, 0 %, 0 %, 3 MiB, 46068 MiB, 25.09 W
2026/04/24 08:20:01.225, 0 %, 0 %, 3 MiB, 46068 MiB, 23.60 W
2026/04/24 08:20:11.226, 0 %, 0 %, 3 MiB, 46068 MiB, 27.07 W
2026/04/24 08:20:21.227, 0 %, 0 %, 3 MiB, 46068 MiB, 25.36 W
2026/04/24 08:20:31.228, 0 %, 0 %, 3 MiB, 46068 MiB, 27.30 W
2026/04/24 08:20:41.229, 0 %, 0 %, 3 MiB, 46068 MiB, 23.74 W
2026/04/24 08:20:51.230, 0 %, 0 %, 3 MiB, 46068 MiB, 23.99 W
2026/04/24 08:21:01.231, 0 %, 0 %, 3 MiB, 46068 MiB, 25.00 W
2026/04/24 08:21:11.232, 0 %, 1 %, 3 MiB, 46068 MiB, 25.21 W
2026/04/24 08:21:21.233, 0 %, 0 %, 3 MiB, 46068 MiB, 24.58 W
2026/04/24 08:21:31.234, 0 %, 0 %, 3 MiB, 46068 MiB, 24.60 W
2026/04/24 08:21:41.235, 0 %, 0 %, 3 MiB, 46068 MiB, 24.50 W
2026/04/24 08:21:51.236, 0 %, 0 %, 3 MiB, 46068 MiB, 26.45 W
2026/04/24 08:22:01.237, 0 %, 0 %, 3 MiB, 46068 MiB, 55.19 W
2026/04/24 08:22:11.238, 0 %, 0 %, 3 MiB, 46068 MiB, 25.33 W
2026/04/24 08:22:21.239, 0 %, 0 %, 3 MiB, 46068 MiB, 26.35 W
2026/04/24 08:22:31.240, 0 %, 0 %, 3 MiB, 46068 MiB, 24.60 W
2026/04/24 08:22:41.241, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 08:22:51.242, 0 %, 0 %, 3 MiB, 46068 MiB, 25.47 W
2026/04/24 08:23:01.243, 0 %, 0 %, 3 MiB, 46068 MiB, 21.38 W
2026/04/24 08:23:11.244, 0 %, 0 %, 3 MiB, 46068 MiB, 24.85 W
2026/04/24 08:23:21.245, 0 %, 0 %, 3 MiB, 46068 MiB, 25.62 W
2026/04/24 08:23:31.246, 0 %, 0 %, 3 MiB, 46068 MiB, 26.70 W
2026/04/24 08:23:41.247, 0 %, 0 %, 3 MiB, 46068 MiB, 25.72 W
2026/04/24 08:23:51.248, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
2026/04/24 08:24:01.249, 0 %, 0 %, 3 MiB, 46068 MiB, 27.22 W
2026/04/24 08:24:11.250, 0 %, 0 %, 3 MiB, 46068 MiB, 24.11 W
2026/04/24 08:24:21.251, 0 %, 1 %, 3 MiB, 46068 MiB, 25.22 W
2026/04/24 08:24:31.252, 0 %, 0 %, 3 MiB, 46068 MiB, 24.99 W
2026/04/24 08:24:41.253, 0 %, 0 %, 3 MiB, 46068 MiB, 25.23 W
2026/04/24 08:24:51.254, 0 %, 0 %, 3 MiB, 46068 MiB, 24.61 W
2026/04/24 08:25:01.255, 0 %, 0 %, 3 MiB, 46068 MiB, 23.36 W
2026/04/24 08:25:11.256, 0 %, 0 %, 3 MiB, 46068 MiB, 26.34 W
2026/04/24 08:25:21.257, 0 %, 0 %, 3 MiB, 46068 MiB, 24.62 W
2026/04/24 08:25:31.258, 0 %, 0 %, 3 MiB, 46068 MiB, 24.59 W
2026/04/24 08:25:41.259, 0 %, 0 %, 3 MiB, 46068 MiB, 25.81 W
2026/04/24 08:25:51.260, 0 %, 0 %, 3 MiB, 46068 MiB, 24.85 W
2026/04/24 08:26:01.261, 0 %, 0 %, 3 MiB, 46068 MiB, 25.13 W
2026/04/24 08:26:11.262, 0 %, 0 %, 3 MiB, 46068 MiB, 26.10 W
2026/04/24 08:26:21.263, 0 %, 0 %, 3 MiB, 46068 MiB, 24.37 W
2026/04/24 08:26:31.264, 0 %, 0 %, 3 MiB, 46068 MiB, 25.73 W
2026/04/24 08:26:41.265, 0 %, 0 %, 3 MiB, 46068 MiB, 24.75 W
2026/04/24 08:26:51.265, 0 %, 0 %, 3 MiB, 46068 MiB, 26.95 W
2026/04/24 08:27:01.266, 0 %, 0 %, 3 MiB, 46068 MiB, 25.99 W
2026/04/24 08:27:11.267, 0 %, 0 %, 3 MiB, 46068 MiB, 25.61 W
2026/04/24 08:27:21.268, 0 %, 0 %, 3 MiB, 46068 MiB, 25.11 W
